Material Type,Material Hardness Number,Desity,Poissons Ratio,Radius,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,1,0.071,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.115,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.119,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.083,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.037,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.113,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.054,0.0155,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.163,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.018,0.0103,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.185,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.142,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.006,0.0187,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.053,0.0099,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.117,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.026,0.0037,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.018,0.0161,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.008,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.131,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.134,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.182,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.164,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.014,0.016,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.169,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.102,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.073,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.007,0.0136,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.141,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.097,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.128,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.189,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.01,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.156,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.063,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.169,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.189,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.114,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.106,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.145,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.038,0.0062,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.064,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.052,0.0137,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.115,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.007,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.04,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.073,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.055,0.0173,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.15,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.051,0.0049,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.159,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.095,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.11,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.096,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.063,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.006,0.0179,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.089,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.074,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.171,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.087,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.08,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.132,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.139,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.065,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.058,0.0175,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.063,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.04,0.0093,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.093,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.117,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.052,0.0018,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.066,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.172,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.117,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.157,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.057,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.011,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.13,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.068,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.007,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.139,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.097,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.059,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.166,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.141,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.123,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.131,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.074,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.082,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.019,0.0187,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.13,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.024,0.0163,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.137,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.179,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.057,0.0044,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.025,0.0139,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.173,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.039,0.0198,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.106,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.095,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.025,0.0117,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.107,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.128,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.062,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.122,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.189,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.046,0.0079,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.182,0.0193,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.07,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.152,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.113,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.101,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.154,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.083,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.104,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.065,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.037,0.0069,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.162,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.167,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.067,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.136,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.05,0.0174,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.167,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.095,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.029,0.0187,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.185,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.13,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.07,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.023,0.0014,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.008,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.15,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.186,0.0108,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.053,0.012,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.178,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.1,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.088,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.028,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.13,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.039,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.091,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.079,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.03,0.0016,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.078,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.153,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.072,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.088,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.047,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.165,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.142,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.065,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.074,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.054,0.0049,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.077,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.031,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.073,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.147,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.079,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.061,0.0106,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.113,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.138,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.123,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.137,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.096,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.052,0.0038,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.046,0.0106,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.165,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.119,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.025,0.0141,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.083,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.086,0.017,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.115,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.178,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.175,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.02,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.186,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.113,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.136,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.129,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.04,0.007,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.054,0.0084,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.143,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.081,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.028,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.186,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.074,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.176,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.036,0.0176,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.026,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.049,0.0084,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.082,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.069,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.039,0.0094,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.175,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.082,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.168,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.06,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.163,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.134,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.051,0.0062,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.036,0.006,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.167,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.014,0.0104,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.006,0.0127,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.078,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.053,0.0099,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.016,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.183,0.0136,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.085,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.186,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.062,0.0003,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.125,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.059,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.037,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.058,0.0193,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.127,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.054,0.0154,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.011,0.0106,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.159,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.016,0.0117,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.046,0.0045,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.093,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.159,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.116,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.135,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.002,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.058,0.01,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.062,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.109,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.138,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.055,0.0194,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.012,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.022,0.0135,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.087,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.05,0.0154,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.157,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.138,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.091,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.04,0.01,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.126,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.113,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.012,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.092,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.139,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.13,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.086,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.136,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.023,0.0122,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.073,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.139,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.085,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.185,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.015,0.0148,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.093,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.035,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.016,0.0096,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.057,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.176,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.175,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.083,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.099,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.111,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.023,0.0113,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.043,0.0016,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.187,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.146,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.148,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.09,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.086,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.003,0.0179,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.007,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.021,0.018,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.062,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.155,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.099,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.151,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.004,0.0127,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.016,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.17,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.053,0.0189,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.113,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.064,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.026,0.0199,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.04,0.0108,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.1,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.109,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.143,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.005,0.0198,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.049,0.0014,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.048,0.0148,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.102,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.125,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.126,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.146,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.039,0.0042,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.134,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.146,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.14,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.06,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.123,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.05,0.0186,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.123,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.011,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.129,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.162,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.158,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.075,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.188,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.094,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.152,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.059,0.01,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.04,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.051,0.0116,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.13,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.08,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.1,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.03,0.007,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.081,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.013,0.0139,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.133,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.019,0.0163,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.179,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.03,0.0168,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.144,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.188,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.09,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.133,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.173,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.03,0.007,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.164,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.079,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.061,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.028,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.107,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.047,0.0175,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.086,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.018,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.144,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.122,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.096,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.162,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.137,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.107,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.062,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.121,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.017,0.0069,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.086,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.081,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.146,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.02,0.0178,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.089,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.147,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.131,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.158,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.17,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.086,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.149,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.043,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.18,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.174,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.128,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.118,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.165,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.075,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.115,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.065,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.133,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.038,0.0145,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.049,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.026,0.0061,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.123,0.0019,0,0,0
